Reading instance: DBACP/2022367-4_5.txt
Base instance loaded: 41 courses, 25 prerequisites, 6 min periods, 12 max periods.
Loading student specific case...

Best solution found:
Solution summary:
  Feasible: yes
  Fitness: 4.4
  Periods: 10
  Period 0 - 21 credits: inf134 inf270 inf5 inf314 inf1 inf3
  Period 1 - 21 credits: inf6 inf280 fis140 inf4 inf7 inf2
  Period 2 - 20 credits: inf245 inf276 inf313 icn270
  Period 3 - 20 credits: inf292 inf253 inf239 inf266
  Period 4 - 20 credits: inf246 inf293 inf221 inf236
  Period 5 - 20 credits: inf256 inf285 inf225 inf307
  Period 6 - 20 credits: inf308 inf155 inf343 inf322
  Period 7 - 20 credits: inf312 inf360 inf305 inf311
  Period 8 - 22 credits: inf295 inf228 inf309 inf306
  Period 9 - 20 credits: inf310


Reporting top 25 solutions...

Time elapsed: 46.7223 seconds
