Reading instance: DBACP/2024591-5_4.txt
Base instance loaded: 48 courses, 34 prerequisites, 7 min periods, 13 max periods.
Loading student specific case...

Best solution found:
Solution summary:
  Feasible: yes
  Fitness: 3.875
  Periods: 8
  Period 0 - 30 credits: inf134 inf270 inf314 inf306 inf308 inf305
  Period 1 - 30 credits: inf7 inf253 inf239 inf276 inf245 inf5 inf3 inf2 inf4
  Period 2 - 30 credits: mat022 inf221 inf236 inf246 hrw2 inf313
  Period 3 - 32 credits: mat023 inf225 inf266 inf155 inf256 inf311
  Period 4 - 31 credits: inf292 mat024 inf322 inf343 inf280 iwn170
  Period 5 - 30 credits: fis120 inf295 inf360 inf293 icn270 inf6
  Period 6 - 30 credits: inf307 fis140 inf228 inf309 inf1 hrw1
  Period 7 - 30 credits: inf285 inf310 inf312


Reporting top 25 solutions...

Time elapsed: 68.1262 seconds
