Reading instance: DBACP/2024711-0_5.txt
Base instance loaded: 46 courses, 36 prerequisites, 6 min periods, 12 max periods.
Loading student specific case...

Best solution found:
Solution summary:
  Feasible: yes
  Fitness: 4
  Periods: 8
  Period 0 - 29 credits: inf307 mat022 inf134 inf306 inf305 inf4
  Period 1 - 30 credits: fis120 inf152 inf239 inf253 inf5 inf313
  Period 2 - 30 credits: fis140 inf221 inf155 inf236 inf270 inf2
  Period 3 - 31 credits: mat023 inf225 inf276 inf245 inf6 inf3 inf308
  Period 4 - 31 credits: inf292 mat024 inf322 inf266 inf246 inf280
  Period 5 - 30 credits: inf312 inf360 inf256 inf293 iwn170 inf295
  Period 6 - 29 credits: inf285 inf228 inf309 icn270 inf7 inf311
  Period 7 - 30 credits: inf310 inf343 inf314


Reporting top 5 solutions...

Time elapsed: 48.66 seconds
