Reading instance: DBACP/2022367-4_5.txt
Base instance loaded: 41 courses, 25 prerequisites, 6 min periods, 12 max periods.
Loading student specific case...

Best solution found:
Solution summary:
  Feasible: yes
  Fitness: 4.4
  Periods: 10
  Period 0 - 21 credits: inf312 inf292 inf5 inf306 inf1 inf7
  Period 1 - 22 credits: inf134 inf270 inf308 icn270 inf4
  Period 2 - 20 credits: inf155 inf239 inf276 inf307
  Period 3 - 20 credits: inf6 inf245 inf253 fis140
  Period 4 - 20 credits: inf246 inf280 inf221 inf236
  Period 5 - 20 credits: inf311 inf285 inf225 inf266
  Period 6 - 20 credits: inf256 inf295 inf293 inf322
  Period 7 - 20 credits: inf343 inf360 inf305 inf314
  Period 8 - 21 credits: inf228 inf309 inf313 inf3 inf2
  Period 9 - 20 credits: inf310


Reporting top 25 solutions...

Time elapsed: 56.6937 seconds
